fundHouse,schemeCode,fundName
Kotak Mahindra Mutual Fund,119746,Kotak Floater Short Term-(Growth) - Direct
Kotak Mahindra Mutual Fund,101892,Kotak Floater Short Term-(Monthly Dividend)
Kotak Mahindra Mutual Fund,119747,Kotak Floater Short Term-(Monthly Dividend) - Direct
Kotak Mahindra Mutual Fund,101894,Kotak Floater Short Term-(Weekly Dividend)
Kotak Mahindra Mutual Fund,119748,Kotak Floater Short Term-(Weekly Dividend) - Direct
Kotak Mahindra Mutual Fund,119764,Kotak Liquid - Daily Dividend - Direct
Kotak Mahindra Mutual Fund,119766,Kotak Liquid - Growth - Direct
Kotak Mahindra Mutual Fund,119765,Kotak Liquid - Weekly Dividend - Direct
Kotak Mahindra Mutual Fund,100833,Kotak Liquid Regular Plan Daily Dividend
Kotak Mahindra Mutual Fund,100835,Kotak Liquid Regular Plan Growth
Kotak Mahindra Mutual Fund,100834,Kotak Liquid Regular Plan Weekly Dividend
Kotak Mahindra Mutual Fund,100830,Kotak Liquid-Institutional Plan  (Growth)
Kotak Mahindra Mutual Fund,100832,Kotak Liquid-Institutional Plan (Weekly Dividend)
Kotak Mahindra Mutual Fund,100828,Kotak Liquid-Regular (Dividend)
Kotak Mahindra Mutual Fund,100829,Kotak Liquid-Regular (Growth)
L&T Mutual Fund,118066,L&T  Cash Fund  - Regular Plan - Monthly Dividend Option
L&T Mutual Fund,119283,L&T  Cash Fund - Direct Plan - Growth Option
L&T Mutual Fund,119284,L&T Cash Fund - Direct Plan- Daily Dividend Option
L&T Mutual Fund,119282,L&T Cash Fund - Direct Plan- Monthly Dividend Option
L&T Mutual Fund,119285,L&T Cash Fund - Direct Plan- Weekly Dividend Option
L&T Mutual Fund,118059,L&T Cash Fund - Institutional Plan - Growth Option
L&T Mutual Fund,118056,L&T Cash Fund - Regular Plan - Daily Dividend Option
L&T Mutual Fund,118058,L&T Cash Fund - Regular Plan - Growth Option
L&T Mutual Fund,118065,L&T Cash Fund - Regular Plan - Weekly Dividend Option
L&T Mutual Fund,129923,L&T Liquid Fund - Direct Plan - Bonus
L&T Mutual Fund,119791,L&T Liquid Fund - Direct Plan -Daily Dividend
L&T Mutual Fund,119790,L&T Liquid Fund - Direct Plan -Growth
L&T Mutual Fund,112458,L&T Liquid Fund - Regular Plan - Weekly Dividend
L&T Mutual Fund,122235,L&T Liquid Fund -Direct Plan-Weekly Dividend
L&T Mutual Fund,129924,L&T Liquid Fund -Regular Plan - Bonus
L&T Mutual Fund,112445,L&T Liquid Fund -Regular Plan - Daily Div Reinvt
L&T Mutual Fund,112457,L&T Liquid Fund -Regular Plan - Growth
L&T Mutual Fund,112456,L&T Liquid Fund-Cum -Institutional Plus
L&T Mutual Fund,112442,L&T Liquid Fund-Regular Cumulative
LIC Mutual Fund,120248,LIC MF Liquid Fund-Direct Plan Dividend Option
LIC Mutual Fund,120249,LIC MF Liquid Fund-Direct Plan-Growth Option
LIC Mutual Fund,101184,LIC MF Liquid Fund-Dividend
LIC Mutual Fund,101185,LIC MF Liquid Fund-Growth
Mahindra Mutual Fund,139535,Mahindra Liquid Fund - Direct Plan - Daily Dividend Reinvestment
Mahindra Mutual Fund,139536,Mahindra Liquid Fund - Direct Plan - Weekly Dividend Reinvestment
Mahindra Mutual Fund,139538,Mahindra liquid Fund - Direct Plan -Growth
Mahindra Mutual Fund,139534,Mahindra Liquid Fund - Regular Plan - Daily Dividend Reinvestment
Mahindra Mutual Fund,139537,Mahindra Liquid Fund - Regular Plan - Growth
Mahindra Mutual Fund,139541,Mahindra Liquid Fund - Regular Plan - Weekly Dividend Reinvestment
Mirae Asset Mutual Fund,111647,Mirae Asset Cash Management Fund - Daily Dividend
Mirae Asset Mutual Fund,118861,Mirae Asset Cash Management Fund - Direct Plan - Daily Dividend
Mirae Asset Mutual Fund,118859,Mirae Asset Cash Management Fund - Direct Plan - Growth
Mirae Asset Mutual Fund,118860,Mirae Asset Cash Management Fund - Direct Plan - Monthly Dividend
Mirae Asset Mutual Fund,118862,Mirae Asset Cash Management Fund - Direct Plan - Weekly Dividend
Mirae Asset Mutual Fund,111646,Mirae Asset Cash Management Fund - Growth
Mirae Asset Mutual Fund,111645,Mirae Asset Cash Management Fund - Monthly Dividend
Mirae Asset Mutual Fund,111644,Mirae Asset Cash Management Fund - Weekly Dividend
Peerless Mutual Fund,119163,Peerless Liquid Fund-Direct Plan-Dividend Option-Daily
Peerless Mutual Fund,119161,Peerless Liquid Fund-Direct Plan-Dividend Option-Monthly
Peerless Mutual Fund,119162,Peerless Liquid Fund-Direct Plan-Dividend Option-Weekly
Peerless Mutual Fund,119164,Peerless Liquid Fund-Direct Plan-Growth Option
Peerless Mutual Fund,112647,Peerless Liquid Fund-Regular Plan- Monthly Dividend Option
Peerless Mutual Fund,112645,Peerless Liquid Fund-Regular Plan-Daily Dividend Option
Peerless Mutual Fund,112636,Peerless Liquid Fund-Regular Plan-Growth Option
Peerless Mutual Fund,112646,Peerless Liquid Fund-Regular Plan-Weekly Dividend Option
Peerless Mutual Fund,140437,Peerless Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years
Peerless Mutual Fund,139386,Peerless Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years
PRINCIPAL Mutual Fund,100895,Principal Cash Management Fund - Daily Dividend
PRINCIPAL Mutual Fund,119467,Principal Cash Management Fund - Direct Plan - Dividend Option - Daily
PRINCIPAL Mutual Fund,119469,Principal Cash Management Fund - Direct Plan - Dividend Option - Weekly
PRINCIPAL Mutual Fund,119468,Principal Cash Management Fund - Direct Plan - Growth Option
PRINCIPAL Mutual Fund,100897,Principal Cash Management Fund - Monthly Dividend Option
PRINCIPAL Mutual Fund,100896,Principal Cash Management Fund - Weekly Dividend Option
PRINCIPAL Mutual Fund,119466,Principal Cash Management Fund -Direct Plan - Dividend Option - Monthly
PRINCIPAL Mutual Fund,100898,Principal Cash Management Fund -Growth Option
Quantum Mutual Fund,103736,Quantum Liquid Fund - Direct Plan Daily Dividend Re-investment Option
Quantum Mutual Fund,103734,Quantum Liquid Fund - Direct Plan Growth Option
Quantum Mutual Fund,103735,Quantum Liquid Fund - Direct Plan Monthly Dividend Option
Quantum Mutual Fund,141065,Quantum Liquid Fund - Regular Plan Daily Dividend Re-Investment Option
Quantum Mutual Fund,141066,Quantum Liquid Fund - Regular Plan Growth Option
Quantum Mutual Fund,141067,Quantum Liquid Fund - Regular Plan Monthly Dividend Option
Reliance Mutual Fund,118610,Reliance Liquid Fund - Cash Plan - Direct Plan - Growth Plan - Growth Option
Reliance Mutual Fund,118618,Reliance Liquid Fund - Cash Plan - Direct Plan Daily Dividend Reinvestment Option
Reliance Mutual Fund,118609,Reliance Liquid Fund - Cash Plan - Direct Plan Monthly Dividend Plan
Reliance Mutual Fund,118612,Reliance Liquid Fund - Cash Plan - Direct Plan Quarterly Dividend Plan
Reliance Mutual Fund,118611,Reliance Liquid Fund - Cash Plan - Direct Plan Weekly Dividend Reinvestment Option
Reliance Mutual Fund,118695,Reliance Liquid Fund - Treasury Plan - Direct Plan Daily Dividend Reinvestment Option
Reliance Mutual Fund,118701,Reliance Liquid Fund - Treasury Plan - Direct Plan Growth Plan - Growth Option
Reliance Mutual Fund,118696,Reliance Liquid Fund - Treasury Plan - Direct Plan Monthly Dividend Plan
Reliance Mutual Fund,118698,Reliance Liquid Fund - Treasury Plan - Direct Plan Quarterly Dividend Plan
Reliance Mutual Fund,118700,Reliance Liquid Fund - Treasury Plan - Direct Plan Weekly Dividend Reinvestment Option
Reliance Mutual Fund,100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option
Reliance Mutual Fund,100845,Reliance Liquid Fund-Cash Plan-Growth Plan
Reliance Mutual Fund,114251,Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan
Reliance Mutual Fund,114252,Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan
Reliance Mutual Fund,100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option
Reliance Mutual Fund,112340,Reliance Liquid Fund-Treasury Plan - Quarterly Dividend Plan
Reliance Mutual Fund,100852,Reliance Liquid Fund-Treasury Plan -Daily Dividend Reinvestment Option
Reliance Mutual Fund,100851,Reliance Liquid Fund-Treasury Plan -Growth Plan
Reliance Mutual Fund,100855,Reliance Liquid Fund-Treasury Plan -Monthly Dividend Plan
Reliance Mutual Fund,100853,Reliance Liquid Fund-Treasury Plan -Weekly Dividend Reinvestment Option
Reliance Mutual Fund,100842,Reliance Liquid Fund-Treasury Plan-Retail Option - Daily Dividend Reinvestmetn Option
Reliance Mutual Fund,100837,Reliance Liquid Fund-Treasury Plan-Retail Option - Growth Plan
Reliance Mutual Fund,100838,Reliance Liquid Fund-Treasury Plan-Retail Plan - Weekly Dividend Reinvestment Option
Reliance Mutual Fund,100843,Reliance Liquid Fund-Treasury Plan-Retail Plan Monthly Dividend Plan
Reliance Mutual Fund,100844,Reliance Liquid Fund-Treasury Plan-Retail Plan Quarterly Dividend Plan
Reliance Mutual Fund,118718,Reliance Liquidity Fund - Direct Plan Daily Dividend Reinvestment Option
Reliance Mutual Fund,118715,Reliance Liquidity Fund - Direct Plan Growth Plan - Bonus Option
Reliance Mutual Fund,118719,Reliance Liquidity Fund - Direct Plan Growth Plan - Growth Option
Reliance Mutual Fund,118720,Reliance Liquidity Fund - Direct Plan Monthly Dividend Plan
Reliance Mutual Fund,118716,Reliance Liquidity Fund - Direct Plan Quarterly Dividend Plan
Reliance Mutual Fund,118717,Reliance Liquidity Fund - Direct Plan Weekly Dividend Reinvestment Option
Reliance Mutual Fund,103050,Reliance Liquidity Fund-Dividend Plan-Daily Dividend Reinvestment Option
Reliance Mutual Fund,103052,Reliance Liquidity Fund-Dividend Plan-Monthly Dividend Plan
Reliance Mutual Fund,112341,Reliance Liquidity Fund-Dividend Plan-Quarterly Dividend Plan
Reliance Mutual Fund,103051,Reliance Liquidity Fund-Dividend Plan-Weekly Dividend Reinvesment Option
Reliance Mutual Fund,103049,Reliance Liquidity Fund-Growth Plan-Bonus Option
Reliance Mutual Fund,103048,Reliance Liquidity Fund-Growth Plan-Growth Option
Sahara Mutual Fund,101397,Sahara Liquid Fund-Fixed Pricing -  Weekly Dividend Option
Sahara Mutual Fund,101393,Sahara Liquid Fund-Fixed Pricing - Daily Dividend Option
Sahara Mutual Fund,120265,Sahara Liquid Fund-Fixed Pricing - Direct - Weekly Dividend Option
Sahara Mutual Fund,120262,Sahara Liquid Fund-Fixed Pricing - Direct -Growth option
Sahara Mutual Fund,101394,Sahara Liquid Fund-Fixed Pricing - Growth option
Sahara Mutual Fund,101398,Sahara Liquid Fund-Fixed Pricing - Monthly Dividend Option
Sahara Mutual Fund,120253,Sahara Liquid Fund-Fixed Pricing -Direct - Daily Dividend Option- Direct
Sahara Mutual Fund,120266,Sahara Liquid Fund-Fixed Pricing -Direct - Monthly Dividend Option
Sahara Mutual Fund,101399,Sahara Liquid Fund-Variable Pricing - Daily Dividend option
Sahara Mutual Fund,101402,Sahara Liquid Fund-Variable Pricing - Growth option
Sahara Mutual Fund,101400,Sahara Liquid Fund-Variable Pricing - Weekly Dividend Option
Sahara Mutual Fund,120271,Sahara Liquid Fund-Variable Pricing -Direct - Daily Dividend option
Sahara Mutual Fund,120280,Sahara Liquid Fund-Variable Pricing -Direct - Growth option
Sahara Mutual Fund,120272,Sahara Liquid Fund-Variable Pricing -Direct - Weekly Dividend Option
Sahara Mutual Fund,120273,Sahara Liquid Fund-Variable Pricing- Direct - Monthly Dividend Option
Sahara Mutual Fund,101401,Sahara Liquid Fund-Variable Pricing- Monthly Dividend Option
SBI Mutual Fund,119829,SBI MAGNUM INSTA CASH FUND -  DIRECT PLAN - WEEKLY DIVIDEND
SBI Mutual Fund,103884,SBI MAGNUM INSTA CASH FUND - REGULAR PLAN - WEEKLY DIVIDEND
SBI Mutual Fund,119784,SBI MAGNUM INSTA CASH FUND -  DIRECT PLAN - DAILY  DIVIDEND
SBI Mutual Fund,105080,SBI MAGNUM INSTA CASH FUND - REGULAR PLAN - DAILY  DIVIDEND
SBI Mutual Fund,119828,SBI MAGNUM INSTA CASH FUND - DIRECT PLAN - GROWTH
SBI Mutual Fund,100641,SBI MAGNUM INSTA CASH FUND - REGULAR PLAN - GROWTH
SBI Mutual Fund,119831,SBI MAGNUM INSTA CASH FUND - LIQUID FLOATER - DIRECT PLAN - DAILY DIVIDEND
SBI Mutual Fund,119832,SBI MAGNUM INSTA CASH FUND - LIQUID FLOATER - DIRECT PLAN - WEEKLY DIVIDEND
SBI Mutual Fund,103140,SBI MAGNUM INSTA CASH FUND - LIQUID FLOATER - REGULAR PLAN - WEEKLY DIVIDEND
SBI Mutual Fund,114297,SBI MAGNUM INSTA CASH FUND - LIQUID FLOATER - REGULAR PLAN -DAILY DIVIDEND
SBI Mutual Fund,119833,SBI MAGNUM INSTA CASH FUND - LIQUID FLOATER - DIRECT PLAN - GROWTH
SBI Mutual Fund,101206,SBI MAGNUM INSTA CASH FUND - LIQUID FLOATER - REGULAR PLAN - GROWTH
SBI Mutual Fund,119805,SBI Premier Liquid Fund - DIRECT PLAN -Daily Dividend
SBI Mutual Fund,105281,SBI Premier Liquid Fund - REGULAR PLAN - Daily Dividend
SBI Mutual Fund,119804,SBI Premier Liquid Fund - DIRECT PLAN -Fortnightly Dividend
SBI Mutual Fund,105283,SBI Premier Liquid Fund - REGULAR PLAN - Fortnightly Dividend
SBI Mutual Fund,119800,SBI Premier Liquid Fund - DIRECT PLAN -Growth
SBI Mutual Fund,105280,SBI Premier Liquid Fund - REGULAR PLAN -Growth
SBI Mutual Fund,105279,SBI Premier Liquid Fund - Institutional  - Fortnightly Dividend
SBI Mutual Fund,105278,SBI Premier Liquid Fund - Institutional  - Weekly Dividend
SBI Mutual Fund,105275,SBI Premier Liquid Fund - Institutional - Daily Dividend
SBI Mutual Fund,105274,SBI Premier Liquid Fund - Institutional - Growth
SBI Mutual Fund,119799,SBI Premier Liquid Fund - DIRECT PLAN - Weekly Dividend
SBI Mutual Fund,105282,SBI Premier Liquid Fund - REGULAR PLAN -Weekly Dividend
Sundaram Mutual Fund,119690,Sundaram Money Fund - Direct Plan - Bonus Option
Sundaram Mutual Fund,119688,Sundaram Money Fund - Direct Plan - Daily Dividend Reinvestment Option
Sundaram Mutual Fund,119692,Sundaram Money Fund - Direct Plan - Fortnightly Dividend Reinvestment Option
Sundaram Mutual Fund,119686,Sundaram Money Fund - Direct Plan - Growth Option
Sundaram Mutual Fund,119687,Sundaram Money Fund - Direct Plan - Monthly Dividend Option
Sundaram Mutual Fund,119689,Sundaram Money Fund - Direct Plan - Quarterly Dividend Reinvestment Option
Sundaram Mutual Fund,119691,Sundaram Money Fund - Direct Plan - Weekly Dividend Reinvestment Option
Sundaram Mutual Fund,100618,Sundaram Money Fund- Retail Appreciation
Sundaram Mutual Fund,100620,Sundaram Money Fund- Retail Daily Dividend Reinvestment
Sundaram Mutual Fund,100622,Sundaram Money Fund- Retail Fortnightly Div Reinvst
Sundaram Mutual Fund,100623,Sundaram Money Fund- Retail Monthly Div. Reinvst
Sundaram Mutual Fund,100619,Sundaram Money Fund- Retail Quarterly Dividend Reinvestment
Sundaram Mutual Fund,100621,Sundaram Money Fund- Retail Weekly Div. Reinvst
Sundaram Mutual Fund,103392,Sundaram Money Fund Regular Daily Div. Reinvest (Formerly Super Institutional Plan)
Sundaram Mutual Fund,103395,Sundaram Money Fund Regular fortnightly Div.Rein (Formerly Super Institutional Plan)
Sundaram Mutual Fund,118328,Sundaram Money Fund - Bonus Option
Sundaram Mutual Fund,103397,Sundaram Money Fund Regular Growth (Formerly Super Institutional Plan)
Sundaram Mutual Fund,103396,Sundaram Money Fund Regular monthly Div. (Formerly Super Institutional Plan)
Sundaram Mutual Fund,103393,Sundaram Money Fund Regular Qrtly Div. Reinvest (Formerly Super Institutional Plan)
Sundaram Mutual Fund,103394,Sundaram Money Fund Regular weekly Dividend. Rein (Formerly Super Institutional Plan)
Sundaram Mutual Fund,102701,Sundaram Money Fund-Institutional Plan-Daily Div. Reinvestment
Sundaram Mutual Fund,102702,Sundaram Money Fund-Institutional Plan-Fortnightly Div Reinvestment
Sundaram Mutual Fund,102703,Sundaram Money Fund-Institutional Plan-Growth Option
Sundaram Mutual Fund,102704,Sundaram Money Fund-Institutional Plan-Monthly Div. Reinvestment
Sundaram Mutual Fund,102705,Sundaram Money Fund-Institutional Plan-Quarterly Div. Reinvestment
Sundaram Mutual Fund,102706,Sundaram Money Fund-Institutional Plan-Weekly Dividend Reinvestment
Sundaram Mutual Fund,140006,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED DIVIDEND LESS THAN THREE YEARS
Sundaram Mutual Fund,140005,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED DIVIDEND MORE THAN THREE YEARS
Sundaram Mutual Fund,140003,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED REDEMPTION LESS THAN THREE YEARS
Sundaram Mutual Fund,140004,SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED REDEMPTION MORE THAN THREE YEARS
Tata Mutual Fund,101847,Tata Liquid Fund-Regular Plan  -  Growth
Tata Mutual Fund,119424,Tata Liquid Fund- Direct Plan- Growth
Tata Mutual Fund,119423,Tata Liquid Fund- Direct Plan- Monthly Dividend
Tata Mutual Fund,119422,Tata Liquid Fund- Direct Plan- Weekly Dividend
Tata Mutual Fund,119421,Tata Liquid Fund- Direct Plan-Daily Dividend
Tata Mutual Fund,101987,Tata Liquid Fund Reglar Plan - Monthly Dividend
Tata Mutual Fund,101986,Tata Liquid Fund-Regular Plan  -  Daily Dividend
Tata Mutual Fund,101861,Tata Liquid Fund-Regular Plan  - Weekly Dividend
Tata Mutual Fund,101984,Tata Liquid High Investment Plan - Daily
Tata Mutual Fund,101860,Tata Liquid High Investment Plan - Growth
Tata Mutual Fund,101985,Tata Liquid High Investment Plan - Monthly
Tata Mutual Fund,101859,Tata Liquid High Investment Plan - Weekly
Tata Mutual Fund,101982,Tata Liquid Retail Investment PLan - Daily
Tata Mutual Fund,101983,Tata Liquid Retail Investment Plan - Fortnightly
Tata Mutual Fund,101858,Tata Liquid Retail Investment Plan - Growth
Taurus Mutual Fund,140079,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan
Taurus Mutual Fund,111760,Taurus Liquid Fund Insti Growth
Taurus Mutual Fund,111915,Taurus Liquid Fund S I Growth Plan
Taurus Mutual Fund,113248,Taurus Liquid Fund S I Weekly DIV
Taurus Mutual Fund,111703,Taurus Liquid Fund Super Insti Daily Div
Taurus Mutual Fund,118891,Taurus Liquid Fund-Direct Plan-Super Insti Daily Div
Taurus Mutual Fund,118893,Taurus Liquid Fund-Direct Plan-Super Insti Growth Option
Taurus Mutual Fund,118892,Taurus Liquid Fund-Direct Plan-Super Insti Weekly Div
Taurus Mutual Fund,104240,Taurus Liquid Fund-Dividend
Taurus Mutual Fund,104241,Taurus Liquid Fund-Growth
Union Mutual Fund,115401,Union Liquid Fund - Daily Dividend Option
Union Mutual Fund,119301,Union Liquid Fund - Direct Plan - Daily Dividend Option
Union Mutual Fund,119305,Union Liquid Fund - Direct Plan - Fortnightly Dividend Option
Union Mutual Fund,119303,Union Liquid Fund - Direct Plan - Growth Option
Union Mutual Fund,119302,Union Liquid Fund - Direct Plan - Monthly Dividend Option
Union Mutual Fund,119304,Union Liquid Fund - Direct Plan - Weekly Dividend Option
Union Mutual Fund,115399,Union Liquid Fund - Fortnightly Dividend Option
Union Mutual Fund,115398,Union Liquid Fund - Growth Option
Union Mutual Fund,115400,Union Liquid Fund - Monthly Dividend Option
Union Mutual Fund,115402,Union Liquid Fund - Weekly Dividend Option
UTI Mutual Fund,133973,UTI - Liquid Fund - Cash Plan - Instn Annual Div Option
UTI Mutual Fund,134427,UTI - Liquid Fund - Cash Plan - Instn Annual Div Option - Direct
UTI Mutual Fund,139838,UTI - Liquid Fund - Cash Plan - Instn Fortnightly Div Option
UTI Mutual Fund,140913,UTI - Liquid Fund - Cash Plan - Instn Fortnightly Div Option - Direct
UTI Mutual Fund,140504,UTI - Liquid Fund - Cash Plan - Instn Half Yearly Div Option - Direct Plan
UTI Mutual Fund,140024,UTI - Liquid Fund - Cash Plan - Instn Quarterly Div Option - Direct
UTI Mutual Fund,135721,UTI - Liquid Fund - Instn Quarterly Div Option
UTI Mutual Fund,120794,UTI - Liquid Fund-Cash Plan-INST Mthl - Direct
UTI Mutual Fund,102009,UTI-  Liquid Fund-Cash Plan-Growth
UTI Mutual Fund,102010,UTI-  Liquid Fund-Cash Plan-INST - Daily Dividend Reinvestment Option
UTI Mutual Fund,120558,UTI-  Liquid Fund-Cash Plan-Inst Daily Dividend - Direct
UTI Mutual Fund,102012,UTI-  Liquid Fund-Cash Plan-INST Growth
UTI Mutual Fund,120304,UTI-  Liquid Fund-Cash Plan-Inst Growth Direct
UTI Mutual Fund,102011,UTI-  Liquid Fund-Cash Plan-INST Mthl
UTI Mutual Fund,102013,UTI-  Liquid Fund-Cash Plan-INST Wkly
UTI Mutual Fund,120777,UTI-  Liquid Fund-Cash Plan-INST Wkly-Direct
UTI Mutual Fund,102008,UTI-  Liquid Fund-Cash Plan-MTLY
UTI Mutual Fund,102007,UTI-  Liquid Fund-Cash Plan-Regular Plan Periodic Dividend Option
